TeamEGoals,AllowedEGoals,TeamPressure,AllowedPressure,matchtime,matchday,PG,HA,TeamShots,AllowedShots,TeamFouls,AllowedFouls,TeamCorners,AllowedCorners,TeamYellow,TeamRed,AllowedYellow,DifShots,DifFouls,DifCorners,DifYellow,DifRed,DifPressure,DifEGoals,AllowedRed,matchdayaux
0.50197703,1.8223701,9.8461542,9.2580643,19,Wed,0,0,0.5,0.53846157,9,8,4,5,2,0,1,-0.038461566,1,-1,1,0,0.58808994,-1.3203931,0,7
0.86085999,1.9773999,13.892858,6.9615383,19,Wed,0,0,0.33333334,0.36000001,10,18,5,9,1,0,2,-0.026666671,-8,-4,-1,0,6.9313192,-1.11654,0,7
0.199733,2.2873499,13.541667,7.1904764,19,Wed,0,0,0.25,0.5,16,13,2,7,2,0,3,-0.25,3,-5,-1,0,6.3511906,-2.0876169,0,7
2.0023201,0.89664698,9.3055553,13.833333,19,Wed,3,1,0.35714287,0.30000001,12,7,6,1,1,0,1,0.057142854,5,5,0,0,-4.5277777,1.1056731,0,7
1.47683,0.54231501,7.3684211,8.4814816,19,Wed,3,1,0.58333331,0.625,9,9,4,3,0,0,1,-0.041666687,0,1,-1,0,-1.1130605,0.934515,0,7
1.7645299,2.41397,9,9.6842108,20,Wed,0,0,0.33333334,0.45454547,17,13,6,5,2,0,1,-0.12121212,4,1,1,0,-0.68421078,-0.64944005,0,7
1.09175,0.53377497,7.3125,60,19,Thu,0,1,0.46153846,0.66666669,10,6,8,1,2,0,0,-0.20512822,4,7,2,0,-52.6875,0.55797505,0,5
1.5344599,0.96537697,8.3928576,13.9375,20,Thu,3,0,0.44999999,0.41666666,11,10,9,9,1,0,3,0.033333331,1,0,-2,0,-5.5446424,0.56908298,0,5
2.0389199,1.25734,8.9743586,4.6111112,12,Sat,3,1,0.53846157,0.26666668,14,9,1,5,3,0,0,0.27179489,5,-4,3,0,4.3632474,0.78157997,0,3
3.0444601,0.154608,9.3529415,43.916668,15,Sat,3,0,0.42857143,0,6,5,3,1,1,0,0,0.42857143,1,2,1,0,-34.563728,2.889852,0,3
1.08645,2.3968401,11.296296,11,15,Sat,0,0,0.14285715,0.53846157,8,12,1,1,1,0,1,-0.39560443,-4,0,0,0,0.29629612,-1.3103901,0,3
1.5713201,0.21074601,10.5,9.0500002,15,Sat,1,1,0.23076923,0,15,16,6,2,4,0,2,0.23076923,-1,4,2,0,1.4499998,1.360574,0,3
2.07108,1.63385,3.7428572,20.846153,17,Sat,0,1,0.22727273,0.63636363,10,10,16,3,3,0,2,-0.40909088,0,13,1,0,-17.103296,0.43722999,0,3
1.89255,1.10449,4.8666668,13.8,14,Sun,0,0,0.21052632,0.5,17,11,12,3,3,0,1,-0.28947368,6,9,2,0,-8.9333334,0.78805995,0,4
4.0328598,1.24141,4.2962961,8.666667,14,Sun,3,0,0.34782609,0.13333334,15,21,5,8,2,0,6,0.21449275,-6,-3,-4,-1,-4.3703709,2.7914498,1,4
0.71289903,0.585805,11.12,12.375,14,Sun,3,0,0.33333334,0.2857143,12,6,1,9,4,0,0,0.047619045,6,-8,4,0,-1.2550001,0.12709403,0,4
0.951621,1.87208,5.8666668,23.133333,16,Sun,1,1,0.30769232,0.38461539,10,7,3,4,3,0,0,-0.076923072,3,-1,3,0,-17.266666,-0.92045897,0,4
1.79181,0.52184701,23.166666,12.135135,20,Mon,3,0,0.30000001,0.36363637,6,12,3,4,0,0,2,-0.063636363,-6,-1,-2,0,11.031531,1.269963,0,2
1.56674,1.01166,5.0384617,17.772728,12,Sat,3,1,0.375,0.25,8,6,6,3,2,0,1,0.125,2,3,1,0,-12.734266,0.55508006,0,3
1.16408,1.0642101,11.5,7.0333333,15,Sat,1,0,0.30000001,0.27777779,15,11,4,12,4,0,0,0.022222221,4,-8,4,0,4.4666667,0.099869967,0,3
2.0211899,1.20777,4.5333333,17.210526,15,Sat,0,1,0.27777779,0.18181819,9,14,9,4,1,0,2,0.095959604,-5,5,-1,0,-12.677193,0.81341994,0,3
1.888,0.97258002,8,10.85,15,Sat,3,1,0.42857143,0,10,9,3,2,2,0,2,0.42857143,1,1,0,0,-2.8500004,0.91542,0,3
1.08726,1.43602,10.45,7.1481481,15,Sat,0,0,0,0.5714286,12,15,3,4,2,0,0,-0.5714286,-3,-1,2,0,3.3018517,-0.34876001,0,3
0.90324003,0.805884,11.95,7.7222223,17,Sat,3,0,0.36363637,0.18181819,14,9,8,5,3,0,1,0.18181819,5,3,2,0,4.2277775,0.097356021,0,3
1.48327,0.276759,8.909091,11.25,14,Sun,1,1,0.33333334,0.375,10,12,6,5,1,0,2,-0.041666657,-2,1,-1,0,-2.340909,1.206511,0,4
0.989205,0.718669,8.6923075,6.6774192,14,Sun,3,0,0.55555558,0.27777779,10,14,2,11,4,0,4,0.27777779,-4,-9,0,-1,2.0148883,0.27053601,1,4
1.6955301,0.28161001,8.5135136,18.130434,16,Sun,3,0,0.5,0.16666667,24,9,3,3,4,0,1,0.33333331,15,0,3,0,-9.6169205,1.41392,0,4
0.48485899,2.4835501,19.3125,5.25,19,Mon,1,1,0.36363637,0.66666669,7,12,3,7,1,0,1,-0.30303031,-5,-4,0,0,14.0625,-1.9986911,0,2
0.881818,0.486523,8.043478,12.423077,12,Sat,1,0,0.33333334,0,11,10,4,5,3,0,2,0.33333334,1,-1,1,0,-4.3795986,0.39529499,0,3
0.92105401,2.6344399,10.4375,12,15,Sat,0,1,0.31578946,0.47058824,16,15,7,5,2,0,1,-0.15479878,1,2,1,0,-1.5625,-1.7133859,0,3
0.138532,0.144318,5.5555553,8.3928576,15,Sat,0,1,0,0.5,13,21,4,5,2,0,4,-0.5,-8,-1,-2,-1,-2.8373022,-0.005786002,1,3
1.65224,1.26536,9.4615383,14.588235,15,Sat,3,0,0.2857143,0.53846157,14,7,11,3,4,0,2,-0.25274727,7,8,2,0,-5.1266966,0.38688004,0,3
0.42837101,1.65933,8.5333338,20.222221,15,Sat,0,1,0.22222222,0.2857143,6,11,4,3,1,0,3,-0.063492075,-5,1,-2,0,-11.688888,-1.2309589,0,3
0.71436799,0.98536801,12.5,8.652174,15,Sat,3,1,0.375,0.25,12,11,4,5,2,0,0,0.125,1,-1,2,0,3.847826,-0.27100003,0,3
3.5913899,1.01388,8.625,32.916668,17,Sat,3,1,0.52173913,0.40000001,14,9,6,1,2,0,2,0.12173912,5,5,0,0,-24.291668,2.5775099,0,3
1.5309,1.5929101,5.4166665,8.875,14,Sun,0,0,0.47058824,0.27272728,11,16,5,3,1,0,3,0.19786096,-5,2,-2,0,-3.4583335,-0.06201005,0,4
0.276667,1.49374,12.782609,10.4,16,Sun,0,1,0.2,0.23076923,9,11,3,5,4,1,3,-0.030769229,-2,-2,1,1,2.3826094,-1.217073,0,4
1.09007,1.02645,9.6923075,10.125,12,Thu,0,0,0.45454547,0.45454547,9,10,2,9,2,0,4,0,-1,-7,-2,-1,-0.43269253,0.063619971,1,5
2.1419499,0.79633802,9.9411764,9.909091,15,Thu,3,1,0.30769232,0.2,5,10,7,6,0,0,2,0.10769232,-5,1,-2,0,0.032085419,1.3456118,0,5
0.56525201,1.47521,13.083333,5.5263157,15,Thu,0,0,0,0.23809524,14,15,2,10,0,0,0,-0.23809524,-1,-8,0,0,7.5570173,-0.90995795,0,5
0.654194,1.45005,11.521739,9.2222223,15,Thu,3,1,0.18181819,0.375,15,12,5,8,2,0,3,-0.19318181,3,-3,-1,0,2.2995167,-0.795856,0,5
2.0448101,0.59661102,13.2,20.428572,15,Thu,1,1,0.25,0.40000001,11,8,9,1,1,0,3,-0.15000001,3,8,-2,0,-7.2285719,1.448199,0,5
0.98132098,0.85997301,12.535714,5.1111112,15,Thu,3,0,0.60000002,0.30000001,9,10,1,8,2,0,3,0.30000001,-1,-7,-1,0,7.424603,0.12134796,0,5
1.4246401,1.55463,7.6538463,23.799999,15,Thu,1,0,0.11764706,0.33333334,13,5,3,8,4,0,4,-0.21568629,8,-5,0,-1,-16.146152,-0.12998998,1,5
1.05018,1.99638,40.454544,5.5185184,17,Thu,0,0,0.2857143,0.45454547,7,10,0,5,2,0,2,-0.16883117,-3,-5,0,0,34.936028,-0.94620001,0,5
0.120994,3.7697301,20.470589,11.434783,20,Thu,0,1,0,0.40000001,5,7,2,8,1,0,1,-0.40000001,-2,-6,0,0,9.0358057,-3.648736,0,5
2.3940499,1.52044,13.058824,18.799999,19,Fri,3,1,0.40000001,0.42857143,7,13,3,1,0,0,1,-0.028571427,-6,2,-1,0,-5.7411757,0.8736099,0,1
0.50072598,1.05876,17.125,9.375,12,Sat,0,0,0.2,0.375,11,8,2,9,2,0,0,-0.175,3,-7,2,0,7.75,-0.55803406,0,3
0.13783699,1.47937,19.357143,5.4117646,15,Sat,1,0,0.40000001,0.35714287,7,13,4,12,2,0,1,0.04285714,-6,-8,1,0,13.945379,-1.3415329,0,3
2.8257599,1.63211,8.5,14.705882,15,Sat,3,0,0.40909091,0.25,13,13,8,5,2,0,2,0.15909091,0,3,0,0,-6.2058821,1.1936499,0,3
3.25314,0.61099702,8.7600002,16,15,Sat,3,1,0.30000001,0.18181819,16,9,6,3,3,1,1,0.11818182,7,3,2,1,-7.2399998,2.642143,0,3
2.6234901,0.78210402,7.590909,8.9411764,17,Sat,3,0,0.61538464,0.2857143,4,16,5,5,1,0,4,0.32967034,-12,0,-3,-1,-1.3502674,1.8413861,1,3
1.82189,0.26805201,9.8000002,8.4666662,17,Sat,1,0,0.46666667,0.40000001,10,12,6,4,3,0,3,0.066666663,-2,2,0,0,1.333334,1.553838,0,3
2.1054201,0.38666201,8.333333,13.5,19,Sat,3,0,0.35714287,0.125,10,17,4,5,3,0,4,0.23214287,-7,-1,-1,-1,-5.166667,1.7187581,1,3
1.49666,0.78521401,6.8947368,14.043478,14,Sun,3,0,0.30769232,0.2857143,19,13,3,2,4,0,5,0.021978021,6,1,-1,-1,-7.1487412,0.71144599,1,4
0.36376399,1.49124,21.333334,6.2666669,16,Sun,0,0,0.2,0.30000001,3,7,6,5,0,0,1,-0.10000001,-4,1,-1,0,15.066668,-1.127476,0,4
1.08628,1.2334599,10.923077,34.57143,18,Sun,3,1,0.25,0,5,6,8,5,1,0,1,0.25,-1,3,0,0,-23.648354,-0.14717996,0,4
2.3441801,1.74824,7.9444447,26.5,12,Wed,0,1,0.050000001,0.54545456,12,10,8,4,1,0,1,-0.49545455,2,4,0,0,-18.555555,0.59594011,0,7
1.57497,1.56978,8.53125,12.148149,12,Wed,1,0,0.3125,0.3125,15,8,3,5,3,0,2,0,7,-2,1,0,-3.6168985,0.005190015,0,7
1.0705301,1.23252,20.117647,8.4499998,15,Wed,3,1,0.33333334,0.25,12,6,4,7,3,1,1,0.083333343,6,-3,2,1,11.667647,-0.16198993,0,7
0.78011799,2.43642,39.923077,3.5882354,15,Wed,0,1,0.40000001,0.58823532,8,12,4,5,1,0,1,-0.18823531,-4,-1,0,0,36.334843,-1.656302,0,7
1.51192,1.0779999,6.375,6.4347825,15,Wed,3,1,0.25,0.45454547,21,8,6,9,3,0,4,-0.20454547,13,-3,-1,-1,-0.059782505,0.43392003,1,7
0.84894198,1.79757,22.52174,10.28,17,Wed,0,0,0.2857143,0.4375,11,11,6,3,4,0,0,-0.1517857,0,3,4,0,12.24174,-0.94862801,0,7
2.3282499,0.72070903,22.526316,15.933333,17,Wed,3,1,0.5,0.66666669,3,12,9,2,1,0,2,-0.16666669,-9,7,-1,0,6.5929823,1.6075408,0,7
1.29896,1.6645401,8,11.272727,17,Wed,1,0,0.25,0.26666668,9,12,5,2,0,0,5,-0.016666681,-3,3,-5,-1,-3.272727,-0.36558008,1,7
0.715563,1.90747,11.24138,13.565217,20,Wed,0,0,0.40000001,0.40000001,15,11,4,1,0,0,2,0,4,3,-2,0,-2.3238373,-1.1919069,0,7
0.63460702,3.0465,32.684212,14.583333,20,Thu,0,0,0.66666669,0.36842105,8,5,4,8,0,0,0,0.29824564,3,-4,0,0,18.10088,-2.4118929,0,5
0.90477002,2.0276799,10.947369,9.9285717,20,Fri,0,0,0.2857143,0.23076923,6,11,3,7,0,0,1,0.054945067,-5,-4,-1,0,1.0187969,-1.1229099,0,1
0.317862,1.43924,8.818182,5.6875,12,Sat,1,1,0.5,0.5714286,14,22,1,4,2,0,3,-0.071428597,-8,-3,-1,0,3.130682,-1.1213779,0,3
0.275987,3.1345601,15.894737,5,15,Sat,0,0,0.375,0.46153846,7,18,2,4,0,0,0,-0.086538464,-11,-2,0,0,10.894737,-2.8585732,0,3
1.53324,2.0253301,17.4375,8.6896553,15,Sat,0,0,0.22222222,0.42857143,7,7,3,4,1,0,2,-0.20634921,0,-1,-1,0,8.7478447,-0.49209011,0,3
0.71740699,2.8763299,28.818182,9.5882349,15,Sat,0,0,0.2857143,0.44444445,4,7,3,10,3,0,0,-0.15873015,-3,-7,3,0,19.229946,-2.1589229,0,3
0.780114,2.4060099,12,7.7272725,15,Sat,0,1,1,0.625,9,17,2,4,0,0,3,0.375,-8,-2,-3,0,4.2727275,-1.625896,0,3
2.0480499,0.184495,4.7333331,16.695652,15,Sat,1,1,0.44444445,0.2,13,12,5,2,0,0,3,0.24444444,1,3,-3,0,-11.962318,1.863555,0,3
1.10584,1.74564,29.9375,12.3,17,Sat,0,1,0.2857143,0.53846157,4,8,4,3,0,0,2,-0.25274727,-4,1,-2,0,17.637501,-0.63980007,0,3
2.29827,0.320447,11.44,13.066667,14,Sun,3,0,0.33333334,0.1,13,3,5,5,1,0,1,0.23333335,10,0,0,0,-1.626667,1.977823,0,4
1.12565,3.7513101,34.3125,7.6333332,16,Sun,0,1,0.14285715,0.54545456,5,12,2,4,2,0,1,-0.40259743,-7,-2,1,0,26.679167,-2.6256599,0,4
1.76697,2.3917401,7.2941175,9.166667,12,Sat,1,0,0.29411766,0.13333334,13,13,3,3,3,0,2,0.16078432,0,0,1,0,-1.8725495,-0.62477005,0,3
1.02045,1.30028,10.777778,7.2413793,15,Sat,1,0,0.375,0.2,13,11,4,3,3,0,3,0.175,2,1,0,0,3.5363984,-0.27982998,0,3
1.95473,1.68436,8.2592592,9.8000002,15,Sat,1,0,0.27272728,0.5,13,11,6,7,0,0,1,-0.22727272,2,-1,-1,0,-1.540741,0.27037001,0,3
0.78697401,2.1772001,5.1944447,15.307693,15,Sat,0,1,0.45454547,0.5,13,12,1,3,2,0,1,-0.045454532,1,-2,1,0,-10.113248,-1.3902261,0,3
1.18444,1.22882,8.9722223,9.4444447,15,Sat,1,0,0.33333334,0.36363637,13,9,5,4,2,0,1,-0.030303031,4,1,1,0,-0.47222233,-0.04437995,0,3
0.55829799,1.76046,13.75,9.7647057,15,Sat,0,0,0.5,0.3125,10,10,5,4,2,1,2,0.1875,0,1,0,1,3.9852943,-1.202162,0,3
0.586716,2.47314,29.5,4.9230771,15,Sat,1,0,0.60000002,0.23999999,7,9,2,14,2,0,1,0.36000001,-2,-12,1,0,24.576923,-1.8864241,0,3
0.89298803,2.0543599,23.272728,4.2333331,17,Sat,3,1,0.2857143,0.21052632,9,14,1,10,1,0,1,0.075187981,-5,-9,0,0,19.039394,-1.1613719,0,3
1.50886,2.3341501,9.7200003,9.826087,14,Sun,3,1,0.625,0.44444445,14,8,4,5,1,0,0,0.18055555,6,-1,1,0,-0.10608673,-0.82529008,0,4
2.0065501,1.4184999,11,15,16,Sun,3,1,0.3125,0.44444445,7,10,11,5,1,0,3,-0.13194445,-3,6,-2,0,-4,0.58805013,0,4
1.1306,0.67458898,4.5,7.8333335,19,Tue,3,0,0.40000001,0,13,12,8,0,2,0,1,0.40000001,1,8,1,0,-3.3333335,0.456011,0,6
1.97227,1.9231499,6.4285712,11.129032,19,Tue,0,0,0.38095239,0.27272728,12,9,8,5,1,0,1,0.10822511,3,3,0,0,-4.7004609,0.049120069,0,6
2.8729999,0.77494299,8.833333,23,19,Tue,3,0,0.27777779,0.25,13,13,13,5,3,0,4,0.027777791,0,8,-1,-1,-14.166667,2.0980568,1,6
1.81101,1.06739,9.272727,6.173913,19,Tue,0,0,0.25,0.3125,18,11,3,6,2,0,2,-0.0625,7,-3,0,0,3.098814,0.74362004,0,6
0.57093102,2.0525401,15.086957,11.72,19,Tue,1,0,0.25,0.47058824,10,13,4,6,1,0,1,-0.22058824,-3,-2,0,0,3.3669567,-1.4816091,0,6
0.56807703,3.3861201,21.666666,8.3214283,20,Tue,1,0,1,0.42105263,6,11,5,17,1,1,2,0.57894737,-5,-12,-1,1,13.345238,-2.818043,0,6
1.42472,2.22282,14.235294,9.032258,19,Wed,0,0,0.16666667,0.21428572,7,12,3,7,1,0,0,-0.047619045,-5,-4,1,0,5.2030363,-0.79809999,0,7
2.9130199,1.16254,5.9545455,15.8,19,Wed,3,1,0.42105263,0.33333334,10,19,7,8,1,0,1,0.087719291,-9,-1,0,0,-9.8454552,1.7504799,0,7
0.71728402,1.416,13.884615,10.9,20,Wed,3,0,0.40000001,0.29166666,7,11,2,5,2,0,0,0.10833335,-4,-3,2,0,2.9846153,-0.69871598,0,7
1.8544199,1.59024,22.375,11.888889,20,Thu,0,1,0.30000001,0.46153846,6,11,2,4,0,0,1,-0.16153845,-5,-2,-1,0,10.486111,0.26417994,0,5
2.5992601,0.87834102,7.4814816,38.357143,19,Wed,3,0,0.38461539,0.5714286,6,6,7,3,0,0,2,-0.18681321,0,4,-2,0,-30.875662,1.7209191,0,7
1.65956,0.80699497,7.848485,14.631579,12,Sat,1,1,0.2857143,0.42857143,16,14,4,6,2,0,2,-0.14285713,2,-2,0,0,-6.7830944,0.85256499,0,3
0.97006297,0.86075503,11,10.310345,15,Sat,0,1,0.23076923,0.30000001,9,15,9,5,3,0,2,-0.06923078,-6,4,1,0,0.6896553,0.10930794,0,3
2.7223599,1.40955,10,7.6428571,15,Sat,3,1,0.375,0.27777779,10,15,1,8,1,1,3,0.097222209,-5,-7,-2,1,2.3571429,1.3128099,0,3
0.91924798,2.7017801,9.2399998,8.2857141,15,Sat,0,1,0.18181819,0.41666666,17,14,4,4,2,0,2,-0.23484847,3,0,0,0,0.95428562,-1.7825321,0,3
0.71629798,3.7195001,12.73913,6.2272725,15,Sat,0,0,0.23529412,0.5625,15,9,11,6,2,0,0,-0.3272059,6,5,2,0,6.5118575,-3.003202,0,3
0.93729299,2.3998499,11.318182,7.6923075,15,Sat,1,1,0.33333334,0.21052632,10,15,8,12,2,0,1,0.12280703,-5,-4,1,0,3.6258745,-1.4625568,0,3
2.03179,1.30774,6.3333335,17.333334,15,Sat,1,0,0.31578946,0.5,9,8,6,4,1,0,1,-0.18421054,1,2,0,0,-11,0.72405005,0,3
1.54211,1.18608,9.3448277,7.2413793,17,Sat,1,0,0.21428572,0.33333334,15,14,6,4,2,0,3,-0.11904763,1,2,-1,0,2.1034484,0.35602999,0,3
2.24562,1.48025,11.166667,6.6363635,14,Sun,1,1,0.13333334,0.15384616,8,11,5,7,1,0,3,-0.020512819,-3,-2,-2,0,4.5303035,0.76537001,0,4
0.420293,3.25139,21.411764,7.3200002,16,Sun,3,1,1,0.27777779,8,14,2,6,2,0,3,0.72222221,-6,-4,-1,0,14.091764,-2.8310969,0,4
0.86532301,2.7910299,7.8636365,8.1290321,12,Sat,0,0,0.2,0.5714286,12,11,6,4,1,0,0,-0.37142861,1,2,1,0,-0.26539564,-1.9257069,0,3
0.28004801,0.76200998,15.363636,7.1500001,17,Sat,1,0,0.40000001,0.2,12,9,2,3,2,0,2,0.2,3,-1,0,0,8.2136364,-0.48196197,0,3
2.0446701,1.07183,9.3684206,10.15,14,Sun,3,1,0.375,0.2,10,8,8,4,2,0,2,0.175,2,4,0,0,-0.78157902,0.97284007,0,4
1.14491,0.52736598,15.388889,6.5,20,Fri,1,1,0.2,0.33333334,13,10,7,0,2,0,2,-0.13333334,3,7,0,0,8.8888893,0.617544,0,1
0.892699,0.69402498,9.9200001,7.4444447,12,Sat,3,0,0.66666669,0.2,11,8,3,4,2,0,2,0.4666667,3,-1,0,0,2.4755554,0.19867402,0,3
0.383495,2.0733099,45.42857,8.1481485,17,Sat,0,1,0.2,0.35294119,5,11,2,7,1,0,2,-0.15294118,-6,-5,-1,0,37.280422,-1.6898149,0,3
3.86024,1.71313,8.7241383,9.4761906,14,Sun,3,0,0.43478259,0.22222222,10,12,7,12,0,0,2,0.21256037,-2,-5,-2,0,-0.75205231,2.14711,0,4
1.16662,3.0225699,19.555555,5.6551723,16,Sun,0,0,0.2,0.46666667,9,15,6,5,0,0,2,-0.26666665,-6,1,-2,0,13.900383,-1.8559499,0,4
0.94020402,0.68181401,8.958333,13.035714,20,Mon,0,1,0.05882353,0.33333334,11,11,9,8,4,0,3,-0.27450982,0,1,1,0,-4.0773811,0.25839001,0,2
0.089589201,2.1377699,25.82353,10.230769,19,Wed,0,0,0,0.34999999,7,5,1,6,1,0,0,-0.34999999,2,-5,1,0,15.592761,-2.0481808,0,7
0.26587901,1.78193,11,7.5319147,12,Sat,0,0,0.60000002,0.41176471,14,14,5,3,2,0,1,0.18823531,0,2,1,0,3.4680853,-1.5160509,0,3
0.47235,3.0292599,5.9200001,7.483871,15,Sat,0,0,0.25,0.32142857,17,13,6,9,4,0,1,-0.071428567,4,-3,3,0,-1.5638709,-2.55691,0,3
1.0603499,1.6597,15.666667,7.3333335,15,Sat,1,0,0.25,0.21428572,6,3,2,12,2,0,0,0.035714284,3,-10,2,0,8.333334,-0.59935009,0,3
3.09935,1.75718,10.952381,11.363636,15,Sat,3,1,0.625,0.33333334,9,9,7,3,4,0,3,0.29166666,0,4,1,0,-0.41125488,1.34217,0,3
1.75552,0.16449501,6.8780489,9.6499996,15,Sat,3,1,0.5,0.25,15,11,7,5,2,0,6,0.25,4,2,-4,-1,-2.7719507,1.591025,1,3
0.72326899,2.42749,23.125,6.0666666,17,Sat,0,1,0.30000001,0.3888889,14,10,3,7,0,0,0,-0.088888884,4,-4,0,0,17.058334,-1.704221,0,3
0.36064601,3.25033,9.73913,10.571428,14,Sun,0,0,0.66666669,0.31578946,6,11,1,4,3,0,2,0.35087723,-5,-3,1,0,-0.83229828,-2.889684,0,4
0.294956,2.5042,9.1842108,9.181818,14,Sun,0,0,0.2857143,0.42857143,15,6,5,3,1,0,0,-0.14285713,9,2,1,0,0.002392769,-2.209244,0,4
2.6569099,1.33567,10.777778,13.6,16,Sun,0,0,0.29411766,0.44444445,12,12,3,6,4,0,0,-0.15032679,0,-3,4,0,-2.8222227,1.3212399,0,4
2.48209,0.63823599,3.3611112,33.700001,20,Mon,3,1,0.28,0.5714286,4,10,16,8,0,0,3,-0.2914286,-6,8,-3,0,-30.33889,1.843854,0,2
1.42581,0.59171599,7.521739,8.1785717,20,Fri,0,0,0.21052632,0.54545456,16,13,7,6,2,0,1,-0.33492824,3,1,1,0,-0.6568327,0.83409399,0,1
1.78712,2.1715901,6.173913,17.055555,12,Sat,0,1,0.33333334,0.25,8,9,8,7,1,0,1,0.083333343,-1,1,0,0,-10.881642,-0.38447011,0,3
1.11713,0.617612,6.6363635,8.8571424,15,Sat,1,1,0.19047619,0.125,11,9,11,7,4,0,3,0.065476194,2,4,1,0,-2.2207789,0.49951804,0,3
1.98271,1.58495,5.4615383,17.23077,15,Sat,1,0,0.26086956,0.55555558,5,8,14,4,2,0,2,-0.29468602,-3,10,0,0,-11.769232,0.39776003,0,3
2.7868199,0.86857301,14.578947,4.5454545,15,Sat,3,1,0.5,0.2,8,11,4,9,1,0,1,0.30000001,-3,-5,0,0,10.033493,1.918247,0,3
0.20603099,2.71351,11.545455,33.18182,17,Sat,0,0,0.14285715,0.35714287,8,4,5,3,0,0,0,-0.21428572,4,2,0,0,-21.636364,-2.507479,0,3
1.12561,2.41259,9.1176472,8.375,14,Sun,1,0,0.35714287,0.3125,11,11,8,13,4,0,3,0.044642866,0,-5,1,0,0.74264717,-1.28698,0,4
1.63079,2.62251,7,12.709678,14,Sun,0,1,0.38461539,0.2857143,12,14,4,5,3,0,2,0.098901093,-2,-1,1,0,-5.7096777,-0.99171996,0,4
1.29544,1.8945301,20.294117,4.75,12,Sat,0,0,0.66666669,0.42857143,12,10,4,9,1,0,0,0.23809525,2,-5,1,0,15.544117,-0.5990901,0,3
0.30887401,0.89822102,9.5357141,20,15,Sat,1,0,0.14285715,0.090909094,7,4,0,2,3,0,1,0.051948056,3,-2,2,0,-10.464286,-0.589347,0,3
0.44916099,0.856107,5.8387098,10.318182,15,Sat,0,0,0.40000001,0.30000001,19,12,8,8,4,0,4,0.099999994,7,0,0,-1,-4.4794722,-0.406946,1,3
0.34887099,3.0638399,12.523809,5,15,Sat,0,1,0.5,0.5,14,15,5,8,0,1,3,0,-1,-3,-3,1,7.5238094,-2.7149689,0,3
1.5597399,1.61615,11.8,23.133333,15,Sat,3,1,0.22222222,0.42857143,11,9,6,7,1,0,2,-0.20634921,2,-1,-1,0,-11.333333,-0.056410074,0,3
1.17263,2.5544901,9.9411764,8.0625,15,Sat,3,1,0.40000001,0.41666666,12,8,10,5,0,0,0,-0.016666651,4,5,0,0,1.8786764,-1.3818601,0,3
3.33302,1.13669,7.5806451,12.529411,17,Sat,1,1,0.38095239,0.15384616,16,11,3,5,5,0,4,0.22710623,5,-2,1,-1,-4.9487662,2.1963301,1,3
0.44592199,2.0288301,19.086956,12.714286,14,Sun,0,0,0.33333334,0.64705884,10,8,1,6,2,0,1,-0.3137255,2,-5,1,0,6.3726702,-1.582908,0,4
0.58546901,1.7388999,6.0416665,14.709678,16,Sun,0,0,0.2857143,0.5,9,11,11,2,4,0,2,-0.2142857,-2,9,2,0,-8.6680107,-1.1534309,0,4
0.67244798,2.41239,13.217391,5.3793101,20,Mon,0,0,0.25,0.46666667,12,15,0,9,1,0,2,-0.21666667,-3,-9,-1,0,7.8380809,-1.7399421,0,2
